"aqi","temperature","humidity","pm2_5","pm10","timestamp","dataSource"
107,35.8,34.6,38,40,"2026-03-18T10:05:21.254Z","real"
107,35.8,34.7,38,40,"2026-03-18T10:05:16.248Z","real"
107,35.8,34.5,38,40,"2026-03-18T10:05:11.390Z","real"
107,35.8,33.8,38,40,"2026-03-18T10:05:06.225Z","real"
107,35.8,34.1,38,40,"2026-03-18T10:05:01.127Z","real"
107,35.8,33.2,38,40,"2026-03-18T10:04:56.358Z","real"
107,35.8,34.5,38,40,"2026-03-18T10:04:51.054Z","real"
107,35.8,34.4,38,40,"2026-03-18T10:04:46.145Z","real"
107,35.9,34.3,38,40,"2026-03-18T10:04:41.436Z","real"
107,35.9,33.9,38,40,"2026-03-18T10:04:36.324Z","real"
107,36,34,38,40,"2026-03-18T10:04:31.196Z","real"
107,36,33.7,38,40,"2026-03-18T10:04:26.080Z","real"
107,36.1,33.6,38,40,"2026-03-18T10:04:21.165Z","real"
112,36.1,34,40,41,"2026-03-18T10:04:16.544Z","real"
112,36.1,35.2,40,41,"2026-03-18T10:04:11.121Z","real"
112,36.1,34.5,40,41,"2026-03-18T10:04:06.271Z","real"
112,36.1,35.3,40,41,"2026-03-18T10:04:01.392Z","real"
112,36.1,35.7,40,41,"2026-03-18T10:03:56.172Z","real"
112,36.1,35.7,40,41,"2026-03-18T10:03:51.043Z","real"
112,36,35.7,40,41,"2026-03-18T10:03:46.179Z","real"
112,36,35.7,40,41,"2026-03-18T10:03:41.443Z","real"
112,36,35.5,40,41,"2026-03-18T10:03:36.338Z","real"
112,35.9,35,40,41,"2026-03-18T10:03:31.184Z","real"
112,35.9,35,40,41,"2026-03-18T10:03:26.361Z","real"
112,35.9,35,40,41,"2026-03-18T10:03:21.182Z","real"
112,35.9,35,40,41,"2026-03-18T10:03:16.236Z","real"
112,35.9,35,40,41,"2026-03-18T10:03:11.126Z","real"
112,35.8,34.9,40,41,"2026-03-18T10:03:06.389Z","real"
112,35.8,34.8,40,41,"2026-03-18T10:03:01.271Z","real"
112,35.8,34.6,40,41,"2026-03-18T10:02:56.154Z","real"
110,35.8,34.5,39,40,"2026-03-18T10:02:51.266Z","real"
119,35.9,34.7,43,43,"2026-03-18T10:02:46.149Z","real"
119,35.8,35,43,43,"2026-03-18T10:02:41.243Z","real"
119,35.9,35.1,43,43,"2026-03-18T10:02:36.122Z","real"
119,35.9,34.9,43,43,"2026-03-18T10:02:31.246Z","real"
119,35.9,34.7,43,43,"2026-03-18T10:02:26.251Z","real"
117,35.9,34.1,42,42,"2026-03-18T10:02:21.141Z","real"
95,36,34.3,33,35,"2026-03-18T10:02:16.335Z","real"
95,36.1,35.5,33,35,"2026-03-18T10:02:11.104Z","real"
95,36.1,36,33,35,"2026-03-18T10:02:06.385Z","real"
95,36.1,35.9,33,35,"2026-03-18T10:02:01.268Z","real"
95,36,35.5,33,35,"2026-03-18T10:01:56.344Z","real"
95,36,35.7,33,35,"2026-03-18T10:01:51.026Z","real"
95,36,36.1,33,35,"2026-03-18T10:01:46.113Z","real"
95,36,36.2,33,35,"2026-03-18T10:01:41.410Z","real"
95,36,36.7,33,35,"2026-03-18T10:01:36.079Z","real"
95,36,36.7,33,35,"2026-03-18T10:01:31.207Z","real"
95,36,36.2,33,35,"2026-03-18T10:01:26.039Z","real"
95,36,36.2,33,35,"2026-03-18T10:01:21.374Z","real"
95,36,36.1,33,35,"2026-03-18T10:01:16.244Z","real"
95,36,36.1,33,35,"2026-03-18T10:01:11.086Z","real"
95,36,36,33,35,"2026-03-18T10:01:06.173Z","real"
95,36,35.9,33,35,"2026-03-18T10:01:01.045Z","real"
97,36,35.9,34,35,"2026-03-18T10:00:56.297Z","real"
97,36,36.1,34,35,"2026-03-18T10:00:51.013Z","real"
97,36,36.1,34,35,"2026-03-18T10:00:46.219Z","real"
97,36,36,34,35,"2026-03-18T10:00:41.198Z","real"
97,36,35.9,34,35,"2026-03-18T10:00:36.566Z","real"
97,36,34.5,34,35,"2026-03-18T10:00:31.152Z","real"
97,36,36,34,35,"2026-03-18T10:00:26.474Z","real"
97,36,36.2,34,35,"2026-03-18T10:00:21.113Z","real"
97,36,36.2,34,35,"2026-03-18T10:00:16.210Z","real"
97,36,36.1,34,35,"2026-03-18T10:00:11.082Z","real"
97,36,35.9,34,35,"2026-03-18T10:00:06.166Z","real"
97,36,35.8,34,35,"2026-03-18T10:00:01.045Z","real"
97,36,35.7,34,35,"2026-03-18T09:59:56.126Z","real"
97,36.1,36,34,35,"2026-03-18T09:59:51.500Z","real"
97,36.1,35.9,34,35,"2026-03-18T09:59:46.093Z","real"
97,36.1,35.9,34,35,"2026-03-18T09:59:41.255Z","real"
97,36.1,36.3,34,35,"2026-03-18T09:59:36.059Z","real"
97,36.2,36.4,34,35,"2026-03-18T09:59:31.388Z","real"
97,36.2,36.2,34,35,"2026-03-18T09:59:26.027Z","real"
97,36.2,36.8,34,35,"2026-03-18T09:59:21.315Z","real"
97,36.2,37,34,35,"2026-03-18T09:59:16.192Z","real"
97,36.2,37.6,34,35,"2026-03-18T09:59:11.073Z","real"
97,36.2,38,34,35,"2026-03-18T09:59:06.181Z","real"
97,36.2,38,34,35,"2026-03-18T09:59:01.053Z","real"
97,36.1,37.7,34,35,"2026-03-18T09:58:56.165Z","real"
97,36.1,36.7,34,35,"2026-03-18T09:58:51.298Z","real"
97,36.1,36.5,34,35,"2026-03-18T09:58:46.082Z","real"
97,36.1,36.3,34,35,"2026-03-18T09:58:41.168Z","real"
97,36.1,36.1,34,35,"2026-03-18T09:58:36.246Z","real"
97,36.1,36.2,34,35,"2026-03-18T09:58:31.167Z","real"
95,36.1,36.3,33,33,"2026-03-18T09:58:26.413Z","real"
95,36.2,36.4,33,33,"2026-03-18T09:58:21.127Z","real"
95,36.1,36.1,33,33,"2026-03-18T09:58:16.197Z","real"
95,36.1,36.1,33,33,"2026-03-18T09:58:11.071Z","real"
95,36.1,36.2,33,33,"2026-03-18T09:58:06.149Z","real"
95,36.1,36.3,33,33,"2026-03-18T09:58:01.768Z","real"
95,36.1,36.5,33,33,"2026-03-18T09:57:56.103Z","real"
95,36.1,36.6,33,33,"2026-03-18T09:57:51.407Z","real"
95,36.1,36.8,33,33,"2026-03-18T09:57:46.071Z","real"
95,36.1,37.1,33,33,"2026-03-18T09:57:44.353Z","real"
95,36,37.7,33,33,"2026-03-18T09:57:36.031Z","real"
95,36,37.9,33,33,"2026-03-18T09:57:31.387Z","real"
95,36,38.1,33,33,"2026-03-18T09:57:26.219Z","real"
95,35.9,38.2,33,33,"2026-03-18T09:57:21.099Z","real"
95,35.9,38.4,33,33,"2026-03-18T09:57:16.182Z","real"
95,35.9,38.3,33,33,"2026-03-18T09:57:11.052Z","real"
95,35.9,38.2,33,33,"2026-03-18T09:57:06.134Z","real"
95,35.9,37.8,33,33,"2026-03-18T09:57:01.228Z","real"
95,35.9,37.8,33,33,"2026-03-18T09:56:56.193Z","real"
95,35.9,37.8,33,33,"2026-03-18T09:56:51.185Z","real"
95,35.9,37.6,33,33,"2026-03-18T09:56:46.103Z","real"
95,35.9,37.5,33,33,"2026-03-18T09:56:41.165Z","real"
95,36,37.5,33,33,"2026-03-18T09:56:36.064Z","real"
95,36,37.6,33,33,"2026-03-18T09:56:31.172Z","real"
93,36,37.5,32,32,"2026-03-18T09:56:26.503Z","real"
93,36,37.5,32,34,"2026-03-18T09:56:21.079Z","real"
93,36,37.6,32,34,"2026-03-18T09:56:16.204Z","real"
93,35.9,37.5,32,34,"2026-03-18T09:56:11.447Z","real"
93,35.9,37.5,32,34,"2026-03-18T09:56:06.134Z","real"
93,35.9,37.5,32,34,"2026-03-18T09:56:01.630Z","real"
93,35.9,37.3,32,34,"2026-03-18T09:55:56.088Z","real"
93,35.9,37.2,32,34,"2026-03-18T09:55:51.180Z","real"
93,35.8,37,32,34,"2026-03-18T09:55:46.049Z","real"
93,35.8,36.9,32,34,"2026-03-18T09:55:41.380Z","real"
93,35.8,36.9,32,34,"2026-03-18T09:55:36.015Z","real"
93,35.9,37,32,34,"2026-03-18T09:55:31.307Z","real"
93,35.9,36.8,32,34,"2026-03-18T09:55:26.189Z","real"
93,35.9,36.8,32,34,"2026-03-18T09:55:21.103Z","real"
93,35.9,36.9,32,34,"2026-03-18T09:55:16.145Z","real"
93,35.8,36.9,32,34,"2026-03-18T09:55:11.449Z","real"
93,35.8,37.1,32,34,"2026-03-18T09:55:06.192Z","real"
93,35.8,37.2,32,34,"2026-03-18T09:55:00.986Z","real"
93,35.8,37.3,32,34,"2026-03-18T09:54:56.074Z","real"
93,35.7,37.4,32,34,"2026-03-18T09:54:51.169Z","real"
93,35.7,37.3,32,34,"2026-03-18T09:54:46.045Z","real"
93,35.7,37.4,32,34,"2026-03-18T09:54:41.125Z","real"
93,35.7,37.2,32,34,"2026-03-18T09:54:36.212Z","real"
93,35.7,36.6,32,34,"2026-03-18T09:54:31.388Z","real"
93,35.7,37.2,32,34,"2026-03-18T09:54:26.927Z","real"
93,35.7,37.3,32,34,"2026-03-18T09:54:21.055Z","real"
93,35.7,35.9,32,34,"2026-03-18T09:54:16.201Z","real"
93,35.7,37,32,34,"2026-03-18T09:54:11.020Z","real"
93,35.7,37.1,32,34,"2026-03-18T09:54:06.132Z","real"
93,35.8,37.9,32,34,"2026-03-18T09:54:01.193Z","real"
93,35.9,37.7,32,34,"2026-03-18T09:53:56.066Z","real"
93,35.9,37.3,32,34,"2026-03-18T09:53:51.153Z","real"
93,35.9,37.4,32,34,"2026-03-18T09:53:46.033Z","real"
93,35.9,37.5,32,34,"2026-03-18T09:53:41.117Z","real"
93,35.9,37.5,32,34,"2026-03-18T09:53:36.234Z","real"
93,35.9,37.4,32,34,"2026-03-18T09:53:31.165Z","real"
93,35.9,37.4,32,34,"2026-03-18T09:53:26.073Z","real"
93,35.9,37.8,32,34,"2026-03-18T09:53:21.104Z","real"
93,35.9,37.7,32,34,"2026-03-18T09:53:16.169Z","real"
93,35.9,37.9,32,34,"2026-03-18T09:53:11.415Z","real"
93,35.8,37.7,32,34,"2026-03-18T09:53:06.094Z","real"
97,35.8,37.8,34,37,"2026-03-18T09:53:02.251Z","real"
97,35.8,37.8,34,37,"2026-03-18T09:53:01.262Z","real"
97,35.8,38.4,34,37,"2026-03-18T09:52:56.074Z","real"
97,35.8,38.6,34,37,"2026-03-18T09:52:51.146Z","real"
97,35.7,38.2,34,37,"2026-03-18T09:52:46.035Z","real"
97,35.7,37,34,37,"2026-03-18T09:52:41.119Z","real"
97,35.7,36.7,34,37,"2026-03-18T09:52:36.265Z","real"
97,35.7,36.7,34,37,"2026-03-18T09:52:31.137Z","real"
97,35.7,36.9,34,37,"2026-03-18T09:52:26.166Z","real"
97,35.6,36.9,34,37,"2026-03-18T09:52:21.043Z","real"
97,35.6,37.3,34,37,"2026-03-18T09:52:16.373Z","real"
97,35.6,39.3,34,37,"2026-03-18T09:52:11.222Z","real"
97,35.6,39.2,34,37,"2026-03-18T09:52:06.102Z","real"
97,35.6,38.5,34,37,"2026-03-18T09:52:01.436Z","real"
97,35.6,38.2,34,37,"2026-03-18T09:51:56.076Z","real"
97,35.5,36.7,34,37,"2026-03-18T09:51:51.158Z","real"
97,35.5,36.2,34,37,"2026-03-18T09:51:46.022Z","real"
97,35.5,36.1,34,37,"2026-03-18T09:51:41.151Z","real"
97,35.5,35.8,34,37,"2026-03-18T09:51:36.259Z","real"
97,35.5,35.7,34,37,"2026-03-18T09:51:31.269Z","real"
97,35.6,35.7,34,37,"2026-03-18T09:51:26.166Z","real"
97,35.5,35.5,34,37,"2026-03-18T09:51:21.036Z","real"
97,35.6,34,34,37,"2026-03-18T09:51:16.125Z","real"
97,35.5,34.9,34,37,"2026-03-18T09:51:11.322Z","real"
97,35.5,34.9,34,37,"2026-03-18T09:51:06.092Z","real"
97,35.6,35,34,37,"2026-03-18T09:51:01.184Z","real"
97,35.7,34.8,34,37,"2026-03-18T09:50:56.264Z","real"
97,35.7,33.6,34,37,"2026-03-18T09:50:51.136Z","real"
97,35.7,34.9,34,37,"2026-03-18T09:50:46.267Z","real"
97,35.8,35.6,34,37,"2026-03-18T09:50:41.099Z","real"
97,35.8,35.6,34,37,"2026-03-18T09:50:36.390Z","real"
97,35.8,35.4,34,37,"2026-03-18T09:50:31.069Z","real"
97,35.8,34.9,34,37,"2026-03-18T09:50:26.157Z","real"
97,35.7,34.7,34,37,"2026-03-18T09:50:21.088Z","real"
97,35.7,35.1,34,37,"2026-03-18T09:50:16.117Z","real"
97,35.8,34.6,34,37,"2026-03-18T09:50:11.201Z","real"
97,35.8,34.5,34,37,"2026-03-18T09:50:06.082Z","real"
97,35.9,35.1,34,37,"2026-03-18T09:50:01.410Z","real"
97,36,34.7,34,37,"2026-03-18T09:49:56.069Z","real"
97,36.2,35,34,37,"2026-03-18T09:49:51.534Z","real"
97,36.3,35.8,34,37,"2026-03-18T09:49:46.015Z","real"
97,36.3,35.9,34,37,"2026-03-18T09:49:41.092Z","real"
97,36.3,36,34,37,"2026-03-18T09:49:36.382Z","real"
97,36.3,36,34,37,"2026-03-18T09:49:31.065Z","real"
97,36.3,35.7,34,37,"2026-03-18T09:49:26.164Z","real"
97,36.3,35.9,34,37,"2026-03-18T09:49:21.026Z","real"
97,36.3,36.2,34,37,"2026-03-18T09:49:16.209Z","real"
97,36.3,36.1,34,37,"2026-03-18T09:49:11.193Z","real"
97,36.3,35.8,34,37,"2026-03-18T09:49:06.276Z","real"
97,36.3,36.4,34,37,"2026-03-18T09:49:01.162Z","real"
97,36.4,36.6,34,37,"2026-03-18T09:48:56.052Z","real"
97,36.4,36.3,34,37,"2026-03-18T09:48:51.164Z","real"
97,36.4,35.9,34,37,"2026-03-18T09:48:46.205Z","real"
97,36.4,36.5,34,37,"2026-03-18T09:48:41.110Z","real"
97,36.4,36.8,34,37,"2026-03-18T09:48:36.172Z","real"
97,36.4,36.9,34,37,"2026-03-18T09:48:31.320Z","real"
97,36.3,36.7,34,37,"2026-03-18T09:48:26.034Z","real"
97,36.3,36.7,34,37,"2026-03-18T09:48:21.043Z","real"
97,36.3,36.8,34,37,"2026-03-18T09:48:16.105Z","real"
97,36.3,36.8,34,37,"2026-03-18T09:48:11.296Z","real"
97,36.3,35.7,34,37,"2026-03-18T09:48:06.266Z","real"
97,36.2,37,34,37,"2026-03-18T09:48:01.239Z","real"
97,36.2,37.3,34,37,"2026-03-18T09:47:56.250Z","real"
99,36.3,36,35,38,"2026-03-18T09:47:51.120Z","real"
122,36.3,36.9,44,44,"2026-03-18T09:47:46.247Z","real"
122,36.3,37,44,44,"2026-03-18T09:47:41.083Z","real"
119,36.3,36.9,43,43,"2026-03-18T09:47:36.267Z","real"
119,36.2,36.7,43,43,"2026-03-18T09:47:31.053Z","real"
119,36.2,36.6,43,43,"2026-03-18T09:47:26.136Z","real"
119,36.2,36.5,43,43,"2026-03-18T09:47:21.024Z","real"
119,36.2,36.5,43,43,"2026-03-18T09:47:16.133Z","real"
119,36.1,36.4,43,43,"2026-03-18T09:47:10.984Z","real"
119,36.1,36.4,43,43,"2026-03-18T09:47:06.084Z","real"
119,36.1,36.5,43,43,"2026-03-18T09:47:01.371Z","real"
119,36,36.4,43,43,"2026-03-18T09:46:56.139Z","real"
119,36,36.3,43,43,"2026-03-18T09:46:51.110Z","real"
119,36,36.3,43,43,"2026-03-18T09:46:46.511Z","real"
119,36,36.3,43,43,"2026-03-18T09:46:41.075Z","real"
119,36,36.3,43,43,"2026-03-18T09:46:36.167Z","real"
119,36,36.2,43,43,"2026-03-18T09:46:31.063Z","real"
119,36,36.1,43,43,"2026-03-18T09:46:26.126Z","real"
119,35.9,36,43,43,"2026-03-18T09:46:21.421Z","real"
119,35.9,36,43,43,"2026-03-18T09:46:16.097Z","real"
119,36,36,43,43,"2026-03-18T09:46:11.295Z","real"
119,35.9,35.9,43,43,"2026-03-18T09:46:06.268Z","real"
119,35.9,35.9,43,43,"2026-03-18T09:46:01.305Z","real"
119,35.9,35.9,43,43,"2026-03-18T09:45:56.020Z","real"
119,35.9,35.9,43,43,"2026-03-18T09:45:51.428Z","real"
119,35.9,35.7,43,43,"2026-03-18T09:45:46.649Z","real"
119,36,35.8,43,43,"2026-03-18T09:45:41.110Z","real"
119,36,35.7,43,43,"2026-03-18T09:45:36.164Z","real"
119,36,35.6,43,43,"2026-03-18T09:45:31.038Z","real"
119,36,35.5,43,43,"2026-03-18T09:45:26.325Z","real"
127,36.1,35.5,46,46,"2026-03-18T09:45:21.059Z","real"
127,36.1,35.4,46,46,"2026-03-18T09:45:16.105Z","real"
127,36.2,35.3,46,46,"2026-03-18T09:45:11.231Z","real"
127,36.2,35.3,46,46,"2026-03-18T09:45:06.046Z","real"
127,36.3,35.5,46,46,"2026-03-18T09:45:01.172Z","real"
127,36.3,35.9,46,46,"2026-03-18T09:44:56.043Z","real"
127,36.3,36,46,46,"2026-03-18T09:44:51.310Z","real"
127,36.4,36.1,46,46,"2026-03-18T09:44:46.185Z","real"
127,36.4,36.3,46,46,"2026-03-18T09:44:41.169Z","real"
127,36.5,36.1,46,46,"2026-03-18T09:44:36.153Z","real"
127,36.5,35.9,46,46,"2026-03-18T09:44:31.046Z","real"
127,36.5,35.9,46,46,"2026-03-18T09:44:26.187Z","real"
127,36.6,35.7,46,46,"2026-03-18T09:44:21.195Z","real"
127,36.6,35.6,46,46,"2026-03-18T09:44:16.100Z","real"
127,36.5,35.7,46,46,"2026-03-18T09:44:11.172Z","real"
127,36.5,35.9,46,46,"2026-03-18T09:44:06.503Z","real"
127,36.5,36.1,46,46,"2026-03-18T09:44:01.334Z","real"
127,36.6,36.3,46,46,"2026-03-18T09:43:56.467Z","real"
127,36.6,36.3,46,46,"2026-03-18T09:43:51.092Z","real"
127,36.6,36.2,46,46,"2026-03-18T09:43:46.404Z","real"
127,36.6,36.3,46,46,"2026-03-18T09:43:41.065Z","real"
127,36.6,36.3,46,46,"2026-03-18T09:43:36.148Z","real"
127,36.5,36.2,46,46,"2026-03-18T09:43:31.022Z","real"
127,36.6,36.4,46,46,"2026-03-18T09:43:26.111Z","real"
127,36.5,36.5,46,46,"2026-03-18T09:43:21.004Z","real"
127,36.5,36.6,46,46,"2026-03-18T09:43:16.072Z","real"
127,36.4,36.7,46,46,"2026-03-18T09:43:11.295Z","real"
127,36.5,36.9,46,46,"2026-03-18T09:43:06.038Z","real"
127,36.5,36.8,46,47,"2026-03-18T09:43:01.225Z","real"
127,36.4,36.7,46,47,"2026-03-18T09:42:56.004Z","real"
110,36.4,36.8,39,40,"2026-03-18T09:42:51.151Z","real"
110,36.4,36.8,39,40,"2026-03-18T09:42:46.285Z","real"
110,36.4,36.8,39,40,"2026-03-18T09:42:41.276Z","real"
110,36.4,36.7,39,40,"2026-03-18T09:42:36.144Z","real"
110,36.4,36.7,39,40,"2026-03-18T09:42:31.219Z","real"
110,36.4,36.7,39,40,"2026-03-18T09:42:26.118Z","real"
110,36.4,36.8,39,40,"2026-03-18T09:42:20.988Z","real"
110,36.3,36.6,39,40,"2026-03-18T09:42:16.076Z","real"
110,36.3,36.7,39,40,"2026-03-18T09:42:11.257Z","real"
110,36.3,36.4,39,40,"2026-03-18T09:42:06.246Z","real"
110,36.3,36.2,39,40,"2026-03-18T09:42:01.151Z","real"
110,36.3,36.2,39,40,"2026-03-18T09:41:56.435Z","real"
110,36.3,36.1,39,40,"2026-03-18T09:41:51.303Z","real"
110,36.2,37,39,40,"2026-03-18T09:41:47.083Z","real"
110,36.2,36.9,39,40,"2026-03-18T09:41:41.079Z","real"
110,36.2,36.5,39,40,"2026-03-18T09:41:36.607Z","real"
110,36.2,36.2,39,40,"2026-03-18T09:41:31.017Z","real"
110,36.2,36.2,39,40,"2026-03-18T09:41:26.572Z","real"
110,36.2,36.1,39,40,"2026-03-18T09:41:20.993Z","real"
110,36.1,35.9,39,40,"2026-03-18T09:41:16.435Z","real"
110,36.1,36,39,40,"2026-03-18T09:41:11.049Z","real"
110,36.1,36.1,39,40,"2026-03-18T09:41:06.236Z","real"
110,36,36.6,39,40,"2026-03-18T09:41:01.516Z","real"
110,36,37,39,40,"2026-03-18T09:40:55.999Z","real"
110,36,37.5,39,40,"2026-03-18T09:40:51.152Z","real"
110,36,37.3,39,40,"2026-03-18T09:40:46.167Z","real"
110,36,37.1,39,40,"2026-03-18T09:40:41.458Z","real"
110,36,37.1,39,40,"2026-03-18T09:40:36.138Z","real"
112,36.1,37.1,40,41,"2026-03-18T09:40:31.245Z","real"
110,36.1,36.2,39,39,"2026-03-18T09:40:26.183Z","real"
110,36.2,36.3,39,39,"2026-03-18T09:40:21.220Z","real"
110,36.2,36.2,39,39,"2026-03-18T09:40:16.128Z","real"
110,36.2,36.2,39,39,"2026-03-18T09:40:11.211Z","real"
110,36.3,36.5,39,39,"2026-03-18T09:40:06.428Z","real"
110,36.3,36.2,39,39,"2026-03-18T09:40:01.328Z","real"
112,36.3,36.3,40,41,"2026-03-18T09:39:56.412Z","real"
112,36.3,36.3,40,41,"2026-03-18T09:39:53.413Z","real"
112,36.3,36.4,40,41,"2026-03-18T09:39:53.337Z","real"
112,36.4,36.4,40,41,"2026-03-18T09:39:41.043Z","real"
112,36.4,36.4,40,41,"2026-03-18T09:39:36.129Z","real"
112,36.4,36.5,40,41,"2026-03-18T09:39:31.009Z","real"
112,36.5,36.4,40,41,"2026-03-18T09:39:26.120Z","real"
112,36.5,35.3,40,41,"2026-03-18T09:39:21.604Z","real"
112,36.5,36.5,40,41,"2026-03-18T09:39:16.082Z","real"
112,36.4,36.6,40,41,"2026-03-18T09:39:11.231Z","real"
112,36.4,36.7,40,41,"2026-03-18T09:39:06.008Z","real"
112,36.4,36.7,40,41,"2026-03-18T09:39:02.247Z","real"
112,36.4,36.8,40,41,"2026-03-18T09:38:56.250Z","real"
112,36.4,36.7,40,41,"2026-03-18T09:38:51.172Z","real"
112,36.4,36.6,40,41,"2026-03-18T09:38:46.153Z","real"
112,36.4,36.6,40,41,"2026-03-18T09:38:41.643Z","real"
112,36.4,36.5,40,41,"2026-03-18T09:38:36.012Z","real"
112,36.4,36.6,40,41,"2026-03-18T09:38:31.005Z","real"
112,36.4,36.5,40,41,"2026-03-18T09:38:26.153Z","real"
112,36.4,36.5,40,41,"2026-03-18T09:38:21.270Z","real"
112,36.5,36.5,40,41,"2026-03-18T09:38:16.283Z","real"
107,36.5,36.5,38,39,"2026-03-18T09:38:11.154Z","real"
107,36.5,36.6,38,39,"2026-03-18T09:38:06.485Z","real"
107,36.6,37.1,38,39,"2026-03-18T09:38:01.107Z","real"
107,36.6,37.5,38,39,"2026-03-18T09:37:57.000Z","real"
107,36.6,37.7,38,39,"2026-03-18T09:37:51.289Z","real"
107,36.5,37.9,38,39,"2026-03-18T09:37:48.833Z","real"
107,36.5,38.3,38,39,"2026-03-18T09:37:41.068Z","real"
107,36.5,37.9,38,39,"2026-03-18T09:37:36.138Z","real"
107,36.5,37.6,38,39,"2026-03-18T09:37:31.016Z","real"
107,36.4,37.5,38,39,"2026-03-18T09:37:26.084Z","real"
107,36.4,37.5,38,39,"2026-03-18T09:37:21.370Z","real"
107,36.4,37.5,38,39,"2026-03-18T09:37:16.314Z","real"
107,36.4,37.5,38,39,"2026-03-18T09:37:11.273Z","real"
107,36.4,37.6,38,39,"2026-03-18T09:37:06.049Z","real"
105,36.3,37.7,37,38,"2026-03-18T09:37:02.055Z","real"
107,36.3,37.8,38,38,"2026-03-18T09:36:56.330Z","real"
107,36.3,37.8,38,38,"2026-03-18T09:36:51.620Z","real"
107,36.3,37.7,38,38,"2026-03-18T09:36:46.287Z","real"
107,36.3,37.7,38,38,"2026-03-18T09:36:41.846Z","real"
107,36.3,37.7,38,38,"2026-03-18T09:36:36.263Z","real"
107,36.2,37.6,38,38,"2026-03-18T09:36:31.142Z","real"
107,36.2,37.6,38,38,"2026-03-18T09:36:26.091Z","real"
107,36.2,37.6,38,38,"2026-03-18T09:36:21.194Z","real"
107,36.3,37.7,38,38,"2026-03-18T09:36:16.101Z","real"
107,36.3,37.9,38,38,"2026-03-18T09:36:11.439Z","real"
107,36.3,37.7,38,38,"2026-03-18T09:36:06.887Z","real"
107,36.3,37.5,38,38,"2026-03-18T09:36:01.269Z","real"
107,36.4,37.4,38,38,"2026-03-18T09:35:56.283Z","real"
107,36.4,37.2,38,38,"2026-03-18T09:35:51.096Z","real"
107,36.4,37.1,38,38,"2026-03-18T09:35:46.663Z","real"
107,36.4,35.7,38,38,"2026-03-18T09:35:41.302Z","real"
107,36.4,37.1,38,38,"2026-03-18T09:35:37.220Z","real"
107,36.5,37.1,38,38,"2026-03-18T09:35:31.098Z","real"
107,36.5,36.8,38,38,"2026-03-18T09:35:26.521Z","real"
107,36.5,37,38,38,"2026-03-18T09:35:21.160Z","real"
107,36.5,37.1,38,38,"2026-03-18T09:35:16.036Z","real"
107,36.5,37,38,38,"2026-03-18T09:35:11.143Z","real"
122,36.6,37.1,44,45,"2026-03-18T09:35:06.085Z","real"
122,36.6,35.6,44,45,"2026-03-18T09:35:01.566Z","real"
122,36.6,36.8,44,45,"2026-03-18T09:34:56.318Z","real"
122,36.6,36.8,44,45,"2026-03-18T09:34:51.447Z","real"
122,36.6,36.9,44,45,"2026-03-18T09:34:46.205Z","real"
102,36.6,37,36,36,"2026-03-18T09:34:41.339Z","real"
102,36.6,35.4,36,36,"2026-03-18T09:34:36.109Z","real"
102,36.6,36.1,36,36,"2026-03-18T09:34:31.306Z","real"
102,36.5,36,36,36,"2026-03-18T09:34:26.090Z","real"
102,36.5,36,36,36,"2026-03-18T09:34:21.161Z","real"
102,36.5,36,36,36,"2026-03-18T09:34:16.380Z","real"
102,36.5,36,36,36,"2026-03-18T09:34:11.182Z","real"
102,36.5,35.9,36,36,"2026-03-18T09:34:06.210Z","real"
102,36.5,36,36,36,"2026-03-18T09:34:01.095Z","real"
102,36.5,36,36,36,"2026-03-18T09:33:58.355Z","real"
102,36.5,36,36,36,"2026-03-18T09:33:51.170Z","real"
102,36.5,36,36,36,"2026-03-18T09:33:46.342Z","real"
102,36.5,36,36,36,"2026-03-18T09:33:41.209Z","real"
102,36.5,35.9,36,36,"2026-03-18T09:33:36.237Z","real"
102,36.5,35.9,36,36,"2026-03-18T09:33:31.417Z","real"
102,36.5,35.8,36,36,"2026-03-18T09:33:26.057Z","real"
102,36.5,35.8,36,36,"2026-03-18T09:33:21.238Z","real"
102,36.5,35.7,36,36,"2026-03-18T09:33:16.334Z","real"
102,36.6,35.8,36,36,"2026-03-18T09:33:11.550Z","real"
102,36.6,35.8,36,36,"2026-03-18T09:33:06.251Z","real"
102,36.6,35.7,36,36,"2026-03-18T09:33:04.829Z","real"
102,36.6,35.8,36,36,"2026-03-18T09:32:56.254Z","real"
102,36.6,35.7,36,36,"2026-03-18T09:32:51.033Z","real"
102,36.6,35.7,36,36,"2026-03-18T09:32:46.157Z","real"
102,36.6,35.6,36,36,"2026-03-18T09:32:40.999Z","real"
102,36.6,35.6,36,36,"2026-03-18T09:32:36.130Z","real"
99,36.6,35.6,35,35,"2026-03-18T09:32:31.286Z","real"
102,36.6,35.6,36,39,"2026-03-18T09:32:26.307Z","real"
102,36.6,35.5,36,39,"2026-03-18T09:32:21.145Z","real"
117,36.6,34.2,42,45,"2026-03-18T09:32:16.704Z","real"
117,36.6,35.3,42,45,"2026-03-18T09:32:11.104Z","real"
117,36.6,35.2,42,45,"2026-03-18T09:32:06.246Z","real"
117,36.7,35.2,42,45,"2026-03-18T09:32:01.546Z","real"
117,36.7,35.3,42,45,"2026-03-18T09:31:56.228Z","real"
117,36.7,35.3,42,45,"2026-03-18T09:31:51.195Z","real"
117,36.7,35.4,42,45,"2026-03-18T09:31:46.212Z","real"
