_id,aqi,temperature,humidity,pm2_5,pm10,timestamp,dataSource,location,__v,location.latitude,location.longitude
69b26e84038302abb3809508,80,34.4,45.3,26,26,2026-03-12T07:43:00.996Z,real,,0,23.0647285,72.4390715
69b26e89038302abb380950a,80,34.6,44.5,26,26,2026-03-12T07:43:05.846Z,real,,0,23.0647285,72.4390715
69b26e8e038302abb380950c,80,35.1,44.3,26,26,2026-03-12T07:43:10.975Z,real,,0,23.0647285,72.4390715
69b26e93038302abb380950e,80,35.4,44.1,26,26,2026-03-12T07:43:15.920Z,real,,0,23.0647285,72.4390715
69b26e99038302abb3809510,80,35.5,43.8,26,26,2026-03-12T07:43:21.035Z,real,,0,23.0647285,72.4390715
69b26e9d038302abb3809512,80,35.9,44.0,26,26,2026-03-12T07:43:25.908Z,real,,0,23.0647285,72.4390715
69b26ea2038302abb3809514,80,35.9,43.6,26,26,2026-03-12T07:43:30.824Z,real,,0,23.0647285,72.4390715
69b26ea8038302abb3809516,80,36.0,43.3,26,26,2026-03-12T07:43:36.132Z,real,,0,23.0647285,72.4390715
69b26eac038302abb3809518,80,36.0,42.1,26,26,2026-03-12T07:43:40.865Z,real,,0,23.0647285,72.4390715
69b26eb1038302abb380951a,80,36.2,42.9,26,26,2026-03-12T07:43:45.983Z,real,,0,23.0647285,72.4390715
69b26eb6038302abb380951c,80,35.9,42.4,26,26,2026-03-12T07:43:50.916Z,real,,0,23.0647285,72.4390715
69b26ebb038302abb380951e,80,35.7,42.3,26,26,2026-03-12T07:43:55.818Z,real,,0,23.0647285,72.4390715
69b26ec0038302abb3809520,80,35.8,42.8,26,26,2026-03-12T07:44:00.975Z,real,,0,23.0647285,72.4390715
69b26ec5038302abb3809522,80,36.2,42.6,26,26,2026-03-12T07:44:05.851Z,real,,0,23.0647285,72.4390715
69b26eca038302abb3809524,80,36.3,42.5,26,26,2026-03-12T07:44:10.962Z,real,,0,23.0647285,72.4390715
69b26ecf038302abb3809526,80,36.0,41.8,26,26,2026-03-12T07:44:15.916Z,real,,0,23.0647285,72.4390715
69b26ed4038302abb3809528,80,35.8,41.7,26,26,2026-03-12T07:44:20.993Z,real,,0,23.0647285,72.4390715
69b26eda038302abb380952a,80,35.7,42.3,26,26,2026-03-12T07:44:26.114Z,real,,0,23.0647285,72.4390715
69b26ede038302abb380952c,80,35.7,42.7,26,26,2026-03-12T07:44:30.914Z,real,,0,23.0647285,72.4390715
69b26ee3038302abb380952e,80,35.6,42.3,26,26,2026-03-12T07:44:35.970Z,real,,0,23.0647285,72.4390715
69b26ee8038302abb3809530,80,35.5,42.1,26,26,2026-03-12T07:44:40.867Z,real,,0,23.0647285,72.4390715
69b26eee038302abb3809532,80,35.5,42.1,26,26,2026-03-12T07:44:46.024Z,real,,0,23.0647285,72.4390715
69b26ef2038302abb3809534,80,35.5,42.6,26,26,2026-03-12T07:44:50.916Z,real,,0,23.0647285,72.4390715
69b26ef8038302abb3809536,80,35.5,42.3,26,26,2026-03-12T07:44:56.034Z,real,,0,23.0647285,72.4390715
69b26efc038302abb3809538,80,35.5,42.0,26,26,2026-03-12T07:45:00.943Z,real,,0,23.0647285,72.4390715
69b26f01038302abb380953a,80,35.5,42.1,26,26,2026-03-12T07:45:05.847Z,real,,0,23.0647285,72.4390715
69b26f07038302abb380953c,80,35.5,42.2,26,26,2026-03-12T07:45:11.005Z,real,,0,23.0647285,72.4390715
69b26fa7038302abb380953e,0,35.4,40.7,0,0,2026-03-12T07:47:51.947Z,real,,0,23.0647285,72.4390715
69b26fa7038302abb3809540,0,35.4,40.7,0,0,2026-03-12T07:47:51.967Z,real,,0,23.0647285,72.4390715
69b26fa7038302abb3809542,0,35.4,40.7,0,0,2026-03-12T07:47:51.982Z,real,,0,23.0647285,72.4390715
69b26fa8038302abb3809544,63,35.4,40.7,18,18,2026-03-12T07:47:52.122Z,real,,0,23.0647285,72.4390715
69b26fa8038302abb3809546,63,35.4,40.7,18,18,2026-03-12T07:47:52.178Z,real,,0,23.0647285,72.4390715
69b26fa8038302abb3809548,63,35.4,40.7,18,18,2026-03-12T07:47:52.198Z,real,,0,23.0647285,72.4390715
69b26fab038302abb380954a,119,35.4,40.6,43,43,2026-03-12T07:47:55.871Z,real,,0,23.0647285,72.4390715
69b26fb1038302abb380954c,124,35.5,41.5,45,45,2026-03-12T07:48:01.142Z,real,,0,23.0647285,72.4390715
69b26fb5038302abb380954e,95,35.5,41.3,33,33,2026-03-12T07:48:05.850Z,real,,0,23.0647285,72.4390715
69b26fba038302abb3809550,95,35.5,41.4,33,33,2026-03-12T07:48:10.976Z,real,,0,23.0647285,72.4390715
69b26fbf038302abb3809552,95,35.6,41.5,33,33,2026-03-12T07:48:15.895Z,real,,0,23.0647285,72.4390715
69b26fc4038302abb3809554,97,35.6,41.4,34,34,2026-03-12T07:48:20.800Z,real,,0,23.0647285,72.4390715
69b26fc9038302abb3809556,97,35.7,41.8,34,34,2026-03-12T07:48:25.928Z,real,,0,23.0647285,72.4390715
69b26fce038302abb3809558,97,35.8,41.7,34,34,2026-03-12T07:48:30.867Z,real,,0,23.0647285,72.4390715
69b26fd3038302abb380955a,99,35.8,41.4,35,35,2026-03-12T07:48:35.978Z,real,,0,23.0647285,72.4390715
69b26fd8038302abb380955c,99,35.9,41.2,35,35,2026-03-12T07:48:40.886Z,real,,0,23.0647285,72.4390715
69b26fde038302abb380955e,99,35.9,41.2,35,35,2026-03-12T07:48:46.004Z,real,,0,23.0647285,72.4390715
69b26fe2038302abb3809560,97,36.0,41.3,34,34,2026-03-12T07:48:50.916Z,real,,0,23.0647285,72.4390715
69b26fe7038302abb3809562,97,36.0,41.6,34,34,2026-03-12T07:48:55.886Z,real,,0,23.0647285,72.4390715
69b26fec038302abb3809564,97,35.9,41.5,34,34,2026-03-12T07:49:00.948Z,real,,0,23.0647285,72.4390715
69b26ff1038302abb3809566,97,35.8,41.5,34,34,2026-03-12T07:49:05.869Z,real,,0,23.0647285,72.4390715
69b26ff6038302abb3809568,97,35.8,41.6,34,34,2026-03-12T07:49:10.989Z,real,,0,23.0647285,72.4390715
69b26ffb038302abb380956a,97,35.6,41.8,34,34,2026-03-12T07:49:15.911Z,real,,0,23.0647285,72.4390715
69b27000038302abb380956c,97,35.5,41.7,34,34,2026-03-12T07:49:20.914Z,real,,0,23.0647285,72.4390715
69b27006038302abb380956e,97,35.5,41.9,34,34,2026-03-12T07:49:26.053Z,real,,0,23.0647285,72.4390715
69b2700a038302abb3809570,97,35.5,41.9,34,34,2026-03-12T07:49:30.949Z,real,,0,23.0647285,72.4390715
69b2700f038302abb3809572,97,35.5,42.0,34,34,2026-03-12T07:49:35.974Z,real,,0,23.0647285,72.4390715
69b27015038302abb3809574,97,35.5,41.9,34,34,2026-03-12T07:49:41.118Z,real,,0,23.0647285,72.4390715
69b27019038302abb3809576,97,35.4,41.8,34,34,2026-03-12T07:49:45.802Z,real,,0,23.0647285,72.4390715
69b2701e038302abb3809578,97,35.4,41.8,34,34,2026-03-12T07:49:50.960Z,real,,0,23.0647285,72.4390715
69b27023038302abb380957a,97,35.4,41.7,34,34,2026-03-12T07:49:55.837Z,real,,0,23.0647285,72.4390715
69b27028038302abb380957c,97,35.3,41.7,34,34,2026-03-12T07:50:00.952Z,real,,0,23.0647285,72.4390715
69b2702d038302abb380957e,97,35.3,42.0,34,34,2026-03-12T07:50:05.862Z,real,,0,23.0647285,72.4390715
69b27032038302abb3809580,97,35.2,42.2,34,34,2026-03-12T07:50:10.985Z,real,,0,23.0647285,72.4390715
69b27037038302abb3809582,97,35.2,42.2,34,34,2026-03-12T07:50:15.903Z,real,,0,23.0647285,72.4390715
69b2703c038302abb3809584,97,35.1,42.3,34,34,2026-03-12T07:50:20.823Z,real,,0,23.0647285,72.4390715
69b27041038302abb3809586,97,35.0,42.5,34,34,2026-03-12T07:50:25.979Z,real,,0,23.0647285,72.4390715
69b27046038302abb3809588,97,34.8,42.1,34,34,2026-03-12T07:50:30.847Z,real,,0,23.0647285,72.4390715
69b2704b038302abb380958a,97,34.8,41.9,34,34,2026-03-12T07:50:35.981Z,real,,0,23.0647285,72.4390715
69b27050038302abb380958c,97,34.8,41.9,34,34,2026-03-12T07:50:40.882Z,real,,0,23.0647285,72.4390715
69b27056038302abb380958e,97,34.8,41.6,34,34,2026-03-12T07:50:46.041Z,real,,0,23.0647285,72.4390715
69b2705a038302abb3809590,97,34.8,41.5,34,34,2026-03-12T07:50:50.936Z,real,,0,23.0647285,72.4390715
69b2705f038302abb3809592,97,34.8,41.6,34,34,2026-03-12T07:50:55.832Z,real,,0,23.0647285,72.4390715
69b27064038302abb3809594,97,34.8,41.6,34,34,2026-03-12T07:51:00.959Z,real,,0,23.0647285,72.4390715
69b27069038302abb3809596,97,34.8,41.6,34,34,2026-03-12T07:51:05.883Z,real,,0,23.0647285,72.4390715
69b2706f038302abb3809598,97,34.9,41.9,34,34,2026-03-12T07:51:11.014Z,real,,0,23.0647285,72.4390715
69b27073038302abb380959a,97,35.0,41.9,34,34,2026-03-12T07:51:15.908Z,real,,0,23.0647285,72.4390715
69b27078038302abb380959c,97,35.0,41.8,34,34,2026-03-12T07:51:20.913Z,real,,0,23.0647285,72.4390715
69b2707d038302abb380959e,97,35.0,41.8,34,34,2026-03-12T07:51:25.958Z,real,,0,23.0647285,72.4390715
69b27082038302abb38095a0,97,35.0,41.9,34,34,2026-03-12T07:51:30.913Z,real,,0,23.0647285,72.4390715
69b27088038302abb38095a2,97,35.1,42.0,34,34,2026-03-12T07:51:36.039Z,real,,0,23.0647285,72.4390715
69b2708c038302abb38095a4,97,35.1,42.2,34,34,2026-03-12T07:51:40.891Z,real,,0,23.0647285,72.4390715
69b27091038302abb38095a6,97,35.1,42.6,34,34,2026-03-12T07:51:45.807Z,real,,0,23.0647285,72.4390715
69b27096038302abb38095a8,97,35.1,42.8,34,34,2026-03-12T07:51:50.929Z,real,,0,23.0647285,72.4390715
69b2709b038302abb38095aa,97,35.1,42.7,34,34,2026-03-12T07:51:55.838Z,real,,0,23.0647285,72.4390715
69b270a0038302abb38095ac,97,35.2,42.5,34,34,2026-03-12T07:52:00.974Z,real,,0,23.0647285,72.4390715
69b270a5038302abb38095ae,97,35.3,42.7,34,34,2026-03-12T07:52:05.884Z,real,,0,23.0647285,72.4390715
69b270aa038302abb38095b0,97,35.3,42.9,34,34,2026-03-12T07:52:10.997Z,real,,0,23.0647285,72.4390715
69b270af038302abb38095b2,97,35.3,42.1,34,34,2026-03-12T07:52:15.924Z,real,,0,23.0647285,72.4390715
69b270b4038302abb38095b4,97,35.3,41.6,34,34,2026-03-12T07:52:20.839Z,real,,0,23.0647285,72.4390715
69b270ba038302abb38095b6,97,35.4,41.6,34,34,2026-03-12T07:52:26.158Z,real,,0,23.0647285,72.4390715
69b270be038302abb38095b8,97,35.4,40.1,34,34,2026-03-12T07:52:30.867Z,real,,0,23.0647285,72.4390715
69b270c4038302abb38095ba,97,35.4,41.5,34,34,2026-03-12T07:52:36.016Z,real,,0,23.0647285,72.4390715
69b270c8038302abb38095bc,97,35.4,41.7,34,34,2026-03-12T07:52:40.904Z,real,,0,23.0647285,72.4390715
69b270cd038302abb38095be,97,35.5,41.7,34,34,2026-03-12T07:52:45.822Z,real,,0,23.0647285,72.4390715
69b270d2038302abb38095c0,97,35.5,41.9,34,34,2026-03-12T07:52:50.949Z,real,,0,23.0647285,72.4390715
69b270d8038302abb38095c2,97,35.5,41.9,34,34,2026-03-12T07:52:56.058Z,real,,0,23.0647285,72.4390715
69b270dc038302abb38095c4,97,35.5,41.7,34,34,2026-03-12T07:53:00.960Z,real,,0,23.0647285,72.4390715
69b270e1038302abb38095c6,97,35.5,41.7,34,34,2026-03-12T07:53:05.900Z,real,,0,23.0647285,72.4390715
69b270e6038302abb38095c8,97,35.5,41.8,34,34,2026-03-12T07:53:10.802Z,real,,0,23.0647285,72.4390715
69b270eb038302abb38095ca,97,35.5,41.9,34,34,2026-03-12T07:53:15.919Z,real,,0,23.0647285,72.4390715
69b270f0038302abb38095cc,97,35.5,42.1,34,34,2026-03-12T07:53:20.841Z,real,,0,23.0647285,72.4390715
69b270f5038302abb38095ce,97,35.5,42.4,34,34,2026-03-12T07:53:25.954Z,real,,0,23.0647285,72.4390715
69b270fa038302abb38095d0,97,35.4,42.2,34,34,2026-03-12T07:53:30.865Z,real,,0,23.0647285,72.4390715
69b270ff038302abb38095d2,97,35.4,42.0,34,34,2026-03-12T07:53:35.990Z,real,,0,23.0647285,72.4390715
69b27104038302abb38095d4,97,35.3,42.2,34,34,2026-03-12T07:53:40.969Z,real,,0,23.0647285,72.4390715
69b27109038302abb38095d6,97,35.3,42.3,34,34,2026-03-12T07:53:45.842Z,real,,0,23.0647285,72.4390715
69b2710e038302abb38095d8,97,35.3,42.8,34,34,2026-03-12T07:53:50.953Z,real,,0,23.0647285,72.4390715
69b27113038302abb38095da,97,35.3,42.9,34,34,2026-03-12T07:53:55.866Z,real,,0,23.0647285,72.4390715
69b27119038302abb38095dc,97,35.4,43.1,34,34,2026-03-12T07:54:01.013Z,real,,0,23.0647285,72.4390715
69b2711d038302abb38095de,97,35.7,43.6,34,34,2026-03-12T07:54:05.893Z,real,,0,23.0647285,72.4390715
69b27122038302abb38095e0,97,35.5,43.8,34,34,2026-03-12T07:54:10.824Z,real,,0,23.0647285,72.4390715
69b27127038302abb38095e2,97,35.4,43.1,34,34,2026-03-12T07:54:15.942Z,real,,0,23.0647285,72.4390715
69b2712c038302abb38095e4,97,35.4,43.6,34,34,2026-03-12T07:54:20.848Z,real,,0,23.0647285,72.4390715
69b27132038302abb38095e6,97,35.5,44.7,34,34,2026-03-12T07:54:26.007Z,real,,0,23.0647285,72.4390715
69b27136038302abb38095e8,97,35.8,43.8,34,34,2026-03-12T07:54:30.885Z,real,,0,23.0647285,72.4390715
69b2713b038302abb38095ea,97,36.0,43.4,34,34,2026-03-12T07:54:35.996Z,real,,0,23.0647285,72.4390715
69b27140038302abb38095ec,97,36.0,42.9,34,34,2026-03-12T07:54:40.907Z,real,,0,23.0647285,72.4390715
69b27145038302abb38095ee,97,36.3,43.0,34,34,2026-03-12T07:54:45.838Z,real,,0,23.0647285,72.4390715
69b2714a038302abb38095f0,97,36.5,43.0,34,34,2026-03-12T07:54:50.978Z,real,,0,23.0647285,72.4390715
69b2714f038302abb38095f2,97,36.7,43.0,34,34,2026-03-12T07:54:55.862Z,real,,0,23.0647285,72.4390715
69b27154038302abb38095f4,97,36.9,42.6,34,34,2026-03-12T07:55:00.985Z,real,,0,23.0647285,72.4390715
69b27159038302abb38095f6,97,36.9,42.1,34,34,2026-03-12T07:55:05.888Z,real,,0,23.0647285,72.4390715
69b2715e038302abb38095f8,97,37.0,42.2,34,34,2026-03-12T07:55:10.820Z,real,,0,23.0647285,72.4390715
69b27163038302abb38095fa,97,37.0,42.1,34,34,2026-03-12T07:55:15.930Z,real,,0,23.0647285,72.4390715
69b27168038302abb38095fc,97,37.1,42.0,34,34,2026-03-12T07:55:20.841Z,real,,0,23.0647285,72.4390715
69b2716e038302abb38095fe,97,37.4,41.6,34,34,2026-03-12T07:55:26.079Z,real,,0,23.0647285,72.4390715
69b27172038302abb3809600,97,37.4,41.4,34,34,2026-03-12T07:55:30.881Z,real,,0,23.0647285,72.4390715
69b27178038302abb3809602,97,37.1,41.3,34,34,2026-03-12T07:55:36.030Z,real,,0,23.0647285,72.4390715
69b2717c038302abb3809604,97,37.5,41.2,34,34,2026-03-12T07:55:40.913Z,real,,0,23.0647285,72.4390715
69b27181038302abb3809606,97,37.8,40.9,34,34,2026-03-12T07:55:45.865Z,real,,0,23.0647285,72.4390715
69b27186038302abb3809608,97,38.0,41.1,34,34,2026-03-12T07:55:50.956Z,real,,0,23.0647285,72.4390715
69b2718b038302abb380960a,97,38.3,42.3,34,34,2026-03-12T07:55:55.897Z,real,,0,23.0647285,72.4390715
69b27191038302abb380960c,97,38.3,41.7,34,34,2026-03-12T07:56:01.022Z,real,,0,23.0647285,72.4390715
69b27195038302abb380960e,97,38.2,41.4,34,34,2026-03-12T07:56:05.906Z,real,,0,23.0647285,72.4390715
69b2719a038302abb3809610,97,37.9,41.3,34,34,2026-03-12T07:56:10.821Z,real,,0,23.0647285,72.4390715
69b2719f038302abb3809612,97,38.1,41.0,34,34,2026-03-12T07:56:15.939Z,real,,0,23.0647285,72.4390715
69b271a4038302abb3809614,97,38.1,40.2,34,34,2026-03-12T07:56:20.849Z,real,,0,23.0647285,72.4390715
69b271a9038302abb3809616,97,38.0,39.8,34,34,2026-03-12T07:56:25.967Z,real,,0,23.0647285,72.4390715
69b271ae038302abb3809618,97,37.7,39.4,34,34,2026-03-12T07:56:30.884Z,real,,0,23.0647285,72.4390715
69b271b4038302abb380961a,97,37.6,39.5,34,34,2026-03-12T07:56:36.061Z,real,,0,23.0647285,72.4390715
69b271b8038302abb380961c,97,38.0,39.3,34,34,2026-03-12T07:56:40.915Z,real,,0,23.0647285,72.4390715
69b271bd038302abb380961e,97,38.4,39.2,34,34,2026-03-12T07:56:45.830Z,real,,0,23.0647285,72.4390715
69b271c2038302abb3809620,97,38.6,39.3,34,34,2026-03-12T07:56:50.969Z,real,,0,23.0647285,72.4390715
69b271c7038302abb3809622,97,38.8,40.7,34,34,2026-03-12T07:56:55.874Z,real,,0,23.0647285,72.4390715
69b271cc038302abb3809624,97,38.7,40.7,34,34,2026-03-12T07:57:00.989Z,real,,0,23.0647285,72.4390715
69b271d2038302abb3809626,97,38.9,39.9,34,34,2026-03-12T07:57:06.032Z,real,,0,23.0647285,72.4390715
69b271d6038302abb3809628,97,39.1,37.6,34,34,2026-03-12T07:57:10.815Z,real,,0,23.0647285,72.4390715
69b271db038302abb380962a,97,39.3,38.7,34,34,2026-03-12T07:57:15.940Z,real,,0,23.0647285,72.4390715
69b271e0038302abb380962c,97,39.5,40.1,34,34,2026-03-12T07:57:20.856Z,real,,0,23.0647285,72.4390715
69b271e5038302abb380962e,97,39.3,40.3,34,34,2026-03-12T07:57:25.978Z,real,,0,23.0647285,72.4390715
69b271ea038302abb3809630,97,39.2,39.3,34,34,2026-03-12T07:57:30.995Z,real,,0,23.0647285,72.4390715
69b271ef038302abb3809632,97,38.9,40.6,34,34,2026-03-12T07:57:35.807Z,real,,0,23.0647285,72.4390715
69b271f4038302abb3809634,97,38.8,42.3,34,34,2026-03-12T07:57:40.928Z,real,,0,23.0647285,72.4390715
69b271f9038302abb3809636,97,38.7,47.1,34,34,2026-03-12T07:57:45.840Z,real,,0,23.0647285,72.4390715
69b271fe038302abb3809638,97,38.9,49.5,34,34,2026-03-12T07:57:50.965Z,real,,0,23.0647285,72.4390715
69b27203038302abb380963a,97,38.9,48.7,34,34,2026-03-12T07:57:55.867Z,real,,0,23.0647285,72.4390715
69b27209038302abb380963c,97,39.0,48.1,34,34,2026-03-12T07:58:01.034Z,real,,0,23.0647285,72.4390715
69b2720d038302abb380963e,97,39.1,46.8,34,34,2026-03-12T07:58:05.908Z,real,,0,23.0647285,72.4390715
69b27212038302abb3809640,97,39.2,45.6,34,34,2026-03-12T07:58:10.834Z,real,,0,23.0647285,72.4390715
69b27217038302abb3809642,97,39.2,44.9,34,34,2026-03-12T07:58:15.952Z,real,,0,23.0647285,72.4390715
69b2721c038302abb3809644,97,39.2,44.8,34,34,2026-03-12T07:58:20.867Z,real,,0,23.0647285,72.4390715
69b27221038302abb3809646,97,39.3,43.8,34,34,2026-03-12T07:58:25.982Z,real,,0,23.0647285,72.4390715
69b27226038302abb3809648,97,39.3,43.5,34,34,2026-03-12T07:58:30.895Z,real,,0,23.0647285,72.4390715
69b2722c038302abb380964a,97,39.3,43.0,34,34,2026-03-12T07:58:36.016Z,real,,0,23.0647285,72.4390715
69b27230038302abb380964c,97,39.4,42.2,34,34,2026-03-12T07:58:40.931Z,real,,0,23.0647285,72.4390715
69b27235038302abb380964e,97,39.5,42.3,34,34,2026-03-12T07:58:45.846Z,real,,0,23.0647285,72.4390715
69b2723a038302abb3809650,97,39.7,42.1,34,34,2026-03-12T07:58:50.969Z,real,,0,23.0647285,72.4390715
69b2723f038302abb3809652,97,39.8,41.9,34,34,2026-03-12T07:58:55.887Z,real,,0,23.0647285,72.4390715
69b27245038302abb3809654,97,39.8,41.4,34,34,2026-03-12T07:59:01.005Z,real,,0,23.0647285,72.4390715
69b27249038302abb3809656,97,39.8,40.6,34,34,2026-03-12T07:59:05.915Z,real,,0,23.0647285,72.4390715
69b2724e038302abb3809658,97,39.9,40.5,34,34,2026-03-12T07:59:10.835Z,real,,0,23.0647285,72.4390715
69b27253038302abb380965a,97,39.9,40.8,34,36,2026-03-12T07:59:15.955Z,real,,0,23.0647285,72.4390715
69b27258038302abb380965c,97,39.7,40.6,34,36,2026-03-12T07:59:20.864Z,real,,0,23.0647285,72.4390715
69b2725d038302abb380965e,95,39.7,39.6,33,35,2026-03-12T07:59:25.982Z,real,,0,23.0647285,72.4390715
69b27262038302abb3809660,95,39.7,39.6,33,35,2026-03-12T07:59:30.948Z,real,,0,23.0647285,72.4390715
69b27267038302abb3809662,95,39.5,39.8,33,35,2026-03-12T07:59:35.821Z,real,,0,23.0647285,72.4390715
69b2726c038302abb3809664,95,39.4,39.7,33,35,2026-03-12T07:59:40.936Z,real,,0,23.0647285,72.4390715
69b27271038302abb3809666,95,39.3,39.8,33,35,2026-03-12T07:59:45.851Z,real,,0,23.0647285,72.4390715
69b27276038302abb3809668,95,39.3,39.1,33,35,2026-03-12T07:59:50.979Z,real,,0,23.0647285,72.4390715
69b2727c038302abb380966a,95,39.2,38.9,33,35,2026-03-12T07:59:56.114Z,real,,0,23.0647285,72.4390715
69b27281038302abb380966c,95,39.1,38.0,33,35,2026-03-12T08:00:01.003Z,real,,0,23.0647285,72.4390715
69b27285038302abb380966e,95,38.9,37.3,33,35,2026-03-12T08:00:05.922Z,real,,0,23.0647285,72.4390715
69b2728a038302abb3809670,95,38.7,38.3,33,35,2026-03-12T08:00:10.837Z,real,,0,23.0647285,72.4390715
69b2728f038302abb3809672,95,38.6,40.3,33,35,2026-03-12T08:00:15.953Z,real,,0,23.0647285,72.4390715
69b27294038302abb3809674,95,38.5,42.1,33,35,2026-03-12T08:00:20.874Z,real,,0,23.0647285,72.4390715
69b2729a038302abb3809676,95,38.4,42.7,33,35,2026-03-12T08:00:26.002Z,real,,0,23.0647285,72.4390715
69b2729e038302abb3809678,95,38.3,41.3,33,35,2026-03-12T08:00:30.906Z,real,,0,23.0647285,72.4390715
69b272a3038302abb380967a,95,38.1,40.7,33,35,2026-03-12T08:00:35.829Z,real,,0,23.0647285,72.4390715
69b272a8038302abb380967c,95,38.1,43.3,33,35,2026-03-12T08:00:40.967Z,real,,0,23.0647285,72.4390715
69b272ad038302abb380967e,95,38.1,39.7,33,35,2026-03-12T08:00:45.856Z,real,,0,23.0647285,72.4390715
69b272b3038302abb3809680,95,38.1,39.1,33,35,2026-03-12T08:00:51.184Z,real,,0,23.0647285,72.4390715
69b272b7038302abb3809682,95,38.0,38.0,33,35,2026-03-12T08:00:55.910Z,real,,0,23.0647285,72.4390715
69b272bc038302abb3809684,95,38.2,37.7,33,35,2026-03-12T08:01:00.820Z,real,,0,23.0647285,72.4390715
69b272c2038302abb3809686,95,37.5,37.5,33,35,2026-03-12T08:01:06.132Z,real,,0,23.0647285,72.4390715
